"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Maori",32.4,25.3,40.1,42.5,34.5,50.9,37.2,31.9,42.7,175000,150000,201000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Pacific",23.6,16.4,32.1,24.1,15.7,34.2,23.8,18,30.5,53000,40000,69000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"Asian",37.9,27,49.9,26.8,14.8,41.9,32.6,23.8,42.3,150000,110000,195000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2014,"European/Other",44.3,39.9,48.8,46.8,41.8,52,45.5,42.1,49.1,1249000,1153000,1346000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Least (1-3)",47.6,41.2,54,46.7,40.5,53,47.2,42.5,51.8,549000,495000,603000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Mid (4-7)",46,41.5,50.6,44.2,38.7,49.7,45.1,41.3,49,740000,677000,803000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Most (8-10)",46.4,41.4,51.5,38.5,31.9,45.3,42.4,38.1,46.7,411000,370000,453000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Total",46.6,43.6,49.6,43.4,40.1,46.7,45,42.7,47.4,1699000,1612000,1787000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"15-24",32.1,23.7,41.5,24.5,16.7,33.7,28.2,22.3,34.7,189000,149000,232000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"25-44",50.7,45.5,55.9,46.2,40,52.4,48.5,44.3,52.7,593000,542000,644000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"45-64",53.4,48.3,58.6,47.9,42.3,53.5,50.8,47,54.7,609000,563000,654000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"65+",40.1,34.1,46.3,50.6,43.6,57.5,45.2,40.5,50,309000,277000,342000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Very fair or fair",52.4,47.8,57,52.5,46.3,58.6,52.5,48.6,56.3,742000,688000,796000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Medium",45.1,39.6,50.8,42.2,36.4,48.1,43.7,39.7,47.8,502000,456000,549000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Olive",42.7,36,49.5,36.9,29.9,44.4,39.9,35,45,346000,303000,390000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Dark, very dark or black",33.9,25.1,43.6,31.8,22.8,41.9,32.6,25.8,40,109000,86000,134000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Maori",38.6,32.9,44.5,32.3,24.4,41,35.6,30.6,40.8,177000,152000,203000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Pacific",34.3,27.1,42.1,29.7,21.5,39.1,32,26.3,38,81000,67000,96000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Asian",42.2,33.3,51.4,41.3,31.5,51.6,41.8,35,48.8,229000,192000,268000
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"European/Other",49.2,45.8,52.7,45.9,42.2,49.6,47.6,45,50.2,1362000,1288000,1438000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Least (1-3)",36.2,27,46.2,25.3,16.5,36,31,24.3,38.5,326000,255000,404000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Mid (4-7)",49.4,39.9,58.9,38.5,29.3,48.4,44.1,37.2,51.2,599000,505000,696000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Most (8-10)",32.2,24.6,40.6,30.1,16.5,46.9,31.2,23.2,40.2,298000,221000,384000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Total",40.4,35.1,45.9,32,26.6,37.9,36.4,32.5,40.5,1223000,1092000,1361000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"15-24",38.8,23,56.5,41.1,23.2,60.8,39.9,27.6,53.3,246000,170000,329000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"25-44",47.2,39.5,55,35.5,27,44.8,41.7,35.8,47.7,501000,431000,573000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"45-64",39.8,31.6,48.5,28.9,20.1,39,34.1,27.7,41,358000,291000,430000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"65+",28.4,19.4,38.9,17.1,9.3,27.7,23.8,17.4,31.2,118000,87000,155000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Very fair or fair",42.7,34.4,51.4,26.8,16.3,39.5,36.4,29.5,43.7,399000,323000,479000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Medium",40.1,31.5,49.2,34,24,45.2,37.1,30.2,44.4,424000,346000,508000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Olive",40.5,29.8,51.8,33.8,22.3,46.9,37,29.3,45.2,296000,234000,362000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Dark, very dark or black",28.7,16.7,43.3,34.2,20.3,50.4,32.2,22.7,43,104000,73000,139000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Maori",34.9,26.9,43.6,27.1,18.2,37.7,31.2,25,37.9,132000,106000,160000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Pacific",27.9,18.9,38.5,26.7,16.3,39.5,27.4,19.9,35.8,50000,36000,65000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"Asian",48,23.2,73.6,50.2,29.2,71.1,49.1,32.8,65.5,157000,105000,210000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2008,"European/Other",40.3,34.5,46.4,30,23.9,36.8,35.3,30.8,40.1,945000,824000,1072000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Least (1-3)",39.9,31.5,48.7,38.6,28.7,49.2,39.2,31.6,47.3,372000,3e+05,449000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Mid (4-7)",32,25.3,39.4,29.2,23,36.1,30.7,25.2,36.7,460000,378000,549000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Most (8-10)",30.3,23.2,38.3,32.8,25.4,40.8,31.5,25.8,37.6,331000,271000,396000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Total",33.6,29.4,38,32.9,28.6,37.5,33.3,29.8,36.9,1164000,1043000,1291000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"15-24",40.8,29,53.4,36.6,27.3,46.7,38.6,31.1,46.6,240000,193000,290000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"25-44",34.9,29.5,40.6,37.1,29.6,45.2,36,30.8,41.4,412000,353000,473000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"45-64",33.2,26.7,40.1,33.4,25.9,41.5,33.3,28.1,38.7,369000,312000,429000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"65+",24.9,17.3,33.8,20.9,14.8,28.2,22.9,17.9,28.7,143000,111000,179000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Very fair or fair",36.4,29.8,43.4,36.8,29.4,44.6,36.5,31.1,42.2,482000,411000,557000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Medium",33.9,27.1,41.2,32.1,25.1,39.7,33,27.8,38.5,347000,293000,405000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Olive",29.6,22,38.3,31.8,22.8,41.9,30.7,24.1,37.8,213000,168000,263000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Dark, very dark or black",29.6,20.9,39.4,27.4,18.5,37.7,28.3,21.7,35.7,119000,91000,150000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Maori",31.9,24.8,39.5,30.7,23.3,38.8,31.3,25.6,37.4,141000,116000,169000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Pacific",27.3,17.5,38.9,22.6,14,33.3,25,18.4,32.5,52000,38000,67000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"Asian",28.4,17.7,41.4,38.9,20.4,60.1,33.4,22.5,45.6,133000,90000,181000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2012,"European/Other",34.7,29.9,39.6,32.8,28.2,37.7,33.8,30.1,37.7,962000,856000,1073000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Least (1-3)",29.4,20.5,39.6,19.3,13,26.9,24.4,18.5,31.1,279000,212000,356000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Mid (4-7)",26.3,21.3,31.7,28.7,22.6,35.5,27.5,23.2,32.1,428000,361000,499000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Most (8-10)",26.6,21,32.8,25.1,17.8,33.6,25.9,21.1,31.2,229000,186000,276000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Total",27.2,23.5,31.1,24.8,20.9,29.1,26,23.2,29.1,937000,836000,1046000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"15-24",25.1,14.9,38,32.5,20.8,46,28.9,21.4,37.4,187000,138000,241000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"25-44",32,26.7,37.8,26.5,20.4,33.4,29.4,25,34.1,341000,290000,396000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"45-64",29,22.9,35.8,23.6,16.9,31.3,26.4,21.5,31.8,289000,235000,348000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"65+",18.3,10.4,28.6,16.2,10.4,23.4,17.3,12.1,23.6,121000,84000,165000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Very fair or fair",26.2,20.7,32.2,29.5,22.2,37.6,27.6,22.9,32.8,361000,299000,428000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Medium",27.8,21.5,34.8,21.2,15,28.6,24.6,20,29.7,292000,237000,352000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Olive",27.2,19.2,36.5,23.8,15.1,34.5,25.5,19.5,32.3,191000,146000,242000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Dark, very dark or black",30.2,19.2,43.3,22.6,14,33.3,25.7,18.8,33.6,85000,62000,112000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Maori",33.2,25.3,41.8,22.3,15.1,30.9,28,22.6,34,132000,106000,160000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Pacific",22.6,13.9,33.6,20.5,11,33.1,21.6,14.8,29.7,48000,33000,67000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"Asian",32.5,23.1,43.1,30.4,18.3,44.8,31.5,23.8,40,145000,110000,184000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2014,"European/Other",26,21.8,30.6,25.1,20.5,30.1,25.6,22.3,29.1,701000,611000,798000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Least (1-3)",39.5,33.4,45.9,31.9,25.3,39.2,35.9,31,41,418000,361000,477000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Mid (4-7)",35.7,30,41.8,34.2,28.7,40.1,35,30.6,39.6,574000,502000,649000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Most (8-10)",34.1,27.4,41.3,21.9,16.7,27.8,27.9,23.3,32.7,270000,226000,318000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Total",36.5,33,40.2,30.2,26.8,33.8,33.5,30.8,36.2,1262000,1163000,1365000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"15-24",40.9,30.2,52.3,30.4,21.8,40.2,35.5,28.5,43,238000,191000,288000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"25-44",41.7,36.4,47.1,37.3,31.3,43.5,39.5,35.5,43.7,484000,434000,534000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"45-64",34.2,29,39.7,29.5,23.9,35.6,32,27.9,36.4,383000,334000,435000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"65+",27.3,21.6,33.6,18.7,13.7,24.6,23.1,19.1,27.4,158000,131000,187000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Very fair or fair",36,31.2,40.9,28.8,23.1,34.9,32.7,28.8,36.7,462000,408000,519000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Medium",39.6,33.8,45.6,32.1,26.4,38.1,35.9,31.8,40.3,413000,365000,463000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Olive",35.6,28.9,42.7,29.2,22.9,36.1,32.5,27.6,37.6,282000,240000,326000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Dark, very dark or black",30.6,21,41.8,32.1,21.9,43.6,31.5,23.5,40.4,106000,79000,135000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Maori",35,27.9,42.7,24.4,18.9,30.5,30,25.4,34.9,149000,126000,173000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Pacific",32.3,24.1,41.5,26.7,18.6,36.1,29.4,22.8,36.7,75000,58000,93000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Asian",38.4,28.2,49.5,32.5,23.7,42.2,35.5,28.7,42.8,195000,158000,235000
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"European/Other",35.8,32.1,39.7,30.2,26.3,34.3,33.1,30.2,36.1,947000,863000,1033000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Least (1-3)",42.4,32.7,52.5,18,11.2,26.8,30.9,24.7,37.6,324000,259000,395000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Mid (4-7)",35.9,28.9,43.4,20.5,13,29.8,28.4,23,34.4,386000,313000,467000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Most (8-10)",35.3,28.4,42.7,25.3,15.7,37,30.4,24.5,36.8,291000,234000,352000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Total",37.8,33.2,42.6,21.1,16.3,26.6,29.8,26.5,33.2,1001000,891000,1118000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"15-24",42.8,26.1,60.7,21.3,6.2,45.6,32,20.4,45.4,197000,126000,280000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"25-44",36.7,30.2,43.6,21.8,15.3,29.4,29.7,25.1,34.5,356000,302000,414000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"45-64",40.1,32.1,48.5,21.1,14.1,29.6,30.2,24.9,35.9,317000,261000,377000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"65+",31.1,21.6,42,19.1,9.1,33.1,26.2,19.1,34.4,130000,95000,171000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Very fair or fair",43.7,36.4,51.2,20.7,12.9,30.5,34.5,28.9,40.4,379000,317000,443000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Medium",34.1,26.4,42.4,18.5,11.3,27.7,26.4,21,32.4,302000,241000,370000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Olive",33.1,22.2,45.6,23.9,12.5,39,28.3,19.8,38.1,227000,159000,305000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Dark, very dark or black",38.6,24.6,54.2,23.5,14,35.4,29,20.3,39,94000,66000,126000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Maori",35.9,27.1,45.4,19,11.8,28.2,27.8,21.6,34.8,118000,91000,147000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Pacific",40.5,30.6,51,34.8,22.9,48.4,37.8,29.6,46.6,69000,54000,85000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"Asian",34.2,14.1,59.6,31.1,5.3,71.1,32.8,15.1,55,105000,48000,176000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2008,"European/Other",38.3,33.1,43.7,19.5,14.7,25.1,29.2,25.6,32.9,780000,685000,881000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Least (1-3)",36.9,28.5,45.9,29.1,20.5,39,33,26.4,40.2,313000,250000,381000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Mid (4-7)",31.6,26,37.7,22.1,17.6,27.1,27.1,23.2,31.4,406000,347000,470000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Most (8-10)",34.9,28.6,41.7,23.3,17.6,29.8,29.3,24.3,34.8,308000,255000,365000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Total",34,30.2,38,24.4,20.9,28.2,29.4,26.6,32.3,1028000,930000,1131000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"15-24",30.4,20.2,42.2,19.5,11.6,29.8,24.9,18.1,32.6,155000,113000,203000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"25-44",33.5,28.1,39.2,21.9,16.3,28.2,27.9,23.9,32.2,319000,274000,368000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"45-64",33.9,28,40.2,23.8,18.1,30.1,29.2,24.8,33.9,324000,275000,376000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"65+",38.7,30.7,47.3,35.1,27.9,42.8,36.9,31.1,43,230000,194000,268000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Very fair or fair",39.6,33.2,46.4,29.8,23.1,37.3,35.3,30.4,40.5,466000,401000,535000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Medium",30.3,24.3,36.9,22.7,17,29.2,26.4,22,31.1,278000,232000,328000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Olive",30.8,24.2,38.1,19.1,13.8,25.3,25.3,20.7,30.2,176000,144000,210000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Dark, very dark or black",27.9,18,39.7,22.9,15.7,31.4,25.1,18.9,32.1,105000,80000,135000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Maori",31.7,24.7,39.4,28.6,22.5,35.2,30.2,25.4,35.4,137000,115000,160000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Pacific",35.2,24.1,47.7,20.3,13.6,28.5,28,20.8,36.1,58000,43000,75000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"Asian",26,16.4,37.7,13.8,6.3,24.9,20.3,14,27.9,81000,56000,111000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2012,"European/Other",35.5,31.2,40,24.8,20.8,29.2,30.4,27.2,33.7,866000,776000,960000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2014,"Least (1-3)",37,26.7,48.3,16.9,10.7,24.9,27.2,19.9,35.4,311000,228000,405000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2014,"Mid (4-7)",31.6,25.9,37.8,21.7,16.2,28,26.7,22.1,31.6,415000,343000,492000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2014,"Most (8-10)",23.4,19,28.3,26.6,19.1,35.3,24.9,20.4,29.7,220000,180000,263000
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2014,"Total",31.1,27,35.5,21.4,17.7,25.5,26.4,23.3,29.8,951000,839000,1072000
